ForecastID,Confirmed,Deaths
76,143839.50808279854,1251.1239443080765
77,171938.50296020508,2361.980319125312
78,25703.635439191545,569.4630479046276
79,373774.24557059153,17426.765489986963
80,112383.86438424246,1812.450077193124
81,720618.4071916853,35044.70102943693
82,400866.1701660156,5617.333618232182
83,84670.37712315151,1049.7697526557106
84,489646.5770961217,7129.433773517609
85,221492.88292149134,1926.3829480409622
86,87233.74347795759,1068.34363758564
87,440313.0897042411,11486.469043050494
88,65480.78840637207,1438.770523509809
89,235079.332837786,4574.059367895126
90,88163.27135140555,1144.2791214750282
91,411180.6257324219,5047.998569692884
92,1346244.2556501117,23514.98367186955
93,221093.00778198242,967.5913766111646
94,5222.286977767944,82.20174805394241
95,257937.4243861607,4257.981171914509
96,182297.131779262,2992.7643855895317
97,56112.65096936907,862.5069316966193
98,452252.052507673,4070.9632842200144
99,37437.92973327637,284.7346526618515
100,278054.1413922991,3990.612602063588
101,38705.73602294922,154.0938207049455
102,377776.7368425642,7075.2684980119975
103,177080.6023777553,2722.171863079071
104,1410449.9351981026,20231.629984174455
105,272941.0930088588,3538.817728962217
106,136388.8070111956,5237.375293118613
107,41674.884108407154,797.4025266681399
108,1083568.8633161273,19452.543172018868
109,519264.13591657364,10004.358347415924
110,19135.801369530815,268.8484086246629
111,114481.10386439732,1083.820059784821
112,815111.8494349888,14571.042760031563
113,397739.3764038086,6485.712241377149
114,252736.97299194336,2816.055565570082
115,179091.4636012486,1875.947425373963
116,209255.25872802734,2149.0442935739243
117,257616.45414079938,6649.52317418371
118,13950.666781834194,242.59626659487498
119,221842.52194649834,4928.314646448408
120,265238.8625879288,11071.36053112575
121,453625.866367885,10703.070644651141
122,366324.2947213309,4177.249065603529
123,170190.38898141045,4034.174350806645
124,338975.738621303,4455.708990535566
125,70496.65640258789,779.8710818801608
126,145680.51748657227,1276.1709561262812
127,174009.3246547154,2386.230847188405
128,26179.352657863074,573.1388197966984
129,377659.1001412528,17479.922035626
130,114281.33295549665,1839.639836856297
131,728698.6710379465,35099.95789970671
132,404894.1416015625,5657.724720886776
133,85419.11452811105,1063.7771705729622
134,496842.96925571986,7212.935804298946
135,224207.13127354212,1947.023565173149
136,88520.76487731934,1084.6038422414235
137,448509.35684640065,11604.269726208278
138,66669.9578225272,1448.832427974258
139,237029.6991228376,4595.4188206877025
140,89158.79218837192,1164.6696818465632
141,415636.7482386998,5098.689475945064
142,1357739.032924107,23696.998169898987
143,223863.71561540876,979.2230366638729
144,5336.561794825962,83.48773739593369
145,260126.05085536413,4283.749153784343
146,184529.29370553154,3018.579730740615
147,56938.20076315744,874.7384214571545
148,457191.42994907923,4129.070863996233
149,37983.16685921805,292.3927470168897
150,280683.89452253067,4025.200693777629
151,39312.41603088379,157.54180425937687
152,382551.943699428,7122.173605918884
153,179037.08501325335,2748.244240283966
154,1428590.40297154,20335.303244182043
155,276919.51004464284,3594.727489028658
156,138721.23709106445,5263.081215517862
157,42321.78000640869,801.7561497432845
158,1092142.1203264508,19555.2852431706
159,524972.6163504465,10072.122000489917
160,19240.94302913121,271.02159204879507
161,115691.80296979632,1098.9786820156235
162,824268.6161760603,14732.612372262138
163,403538.7131347656,6565.870380061014
164,255237.987134661,2854.966781760965
165,181290.5406450544,1904.2402556368284
166,212063.35425676618,2174.423295191356
167,260426.56479753766,6678.017490148544
168,14162.596728733608,247.40270074938547
169,224258.59676252093,4959.3761850084575
170,268568.5532933644,11103.277354717255
171,460597.9904261998,10808.71969645364
172,371639.73537772044,4235.380311080387
173,171864.2401776995,4057.5852115494863
174,342534.80378941126,4512.932320897068
175,71407.02618626186,792.2189550910678
176,147570.25795200892,1301.3406048076492
177,176103.69044276647,2411.209408385413
178,26660.684027535575,577.3192285597324
179,381598.68763078965,17533.392057282585
180,116231.03671264648,1868.069989681244
181,736881.7089494978,35157.29835585185
182,408998.06002371653,5699.494954994747
183,86189.82837785993,1077.804843374661
184,504118.00764683314,7297.458469629288
185,226997.1043483189,1969.2713705641884
186,89831.09564862933,1101.4963426419667
187,456855.7751464844,11724.293304034642
188,67882.15983581543,1458.6277124839169
189,239032.51212419782,4617.063838720322
190,90194.6037815639,1188.7750303995397
191,420114.1724591936,5151.520686490195
192,1369322.5592564174,23882.87499659402
193,226688.8514186314,990.9195030416761
194,5454.194048745291,84.81017177871296
195,262337.0351213728,4310.239489282881
196,186798.35467529297,3044.077855816909
197,57772.379613603865,887.053940653801
198,462272.5156075614,4187.861863817488
199,38539.58552660261,300.0686367984329
200,283340.4557320731,4060.270907299859
201,39927.26872580392,161.2103151987706
202,387390.1075439453,7170.078887394497
203,181013.112588065,2773.803199018751
204,1446956.2077636719,20440.819735935755
205,280960.6476527623,3650.025563750948
206,141086.2397112165,5287.8836715562
207,42975.37156350272,805.89361929042
208,1100824.9675118583,19660.526651927405
209,530939.0099225725,10141.113263607025
210,19350.21404184614,273.5553128486499
211,116919.81197466169,1113.7654712285314
212,833605.7918003628,14897.03326879229
213,409434.87105015345,6645.696808474405
214,257807.76066807337,2893.851878174714
215,183630.44425310407,1932.9946814349719
216,214909.00615583148,2200.346416098731
217,263263.4367457799,6705.401359524046
218,14377.145349775043,252.04747390909375
219,226711.3773236956,4990.764493806021
220,271971.9021539688,11135.595019272396
221,467733.21740722656,10916.827704974583
222,377066.3356236049,4296.129633290427
223,173553.40032523018,4081.2927961349487
224,346203.6904820033,4569.813448118312
225,72331.1117553711,803.6928546088083
226,149498.93843296595,1326.0731380581856
227,178221.7800946917,2436.4236049311503
228,27149.395798819405,581.8375436961651
229,385590.8017578125,17586.5297328404
230,118232.61179896763,1897.0955161367144
231,745154.2137974331,35215.128499916624
232,413163.03513009206,5741.814750330789
233,86981.5966317313,1091.7186785936356
234,511487.5974557059,7382.3112162181305
235,229858.6540047782,1992.0399954829898
236,91165.45021493094,1118.855754358428
237,465332.78583635605,11845.777874401638
238,69106.57825142996,1468.0196726279598
239,241082.47665405273,4638.725110905511
240,91264.52079336984,1213.761667038181
241,424632.1773245675,5205.2594301359995
242,1380978.703404018,24068.68604046958
243,229557.5250200544,1002.5606745311192
244,5574.4379550388885,86.15467262480941
245,264578.00612967357,4337.11789890698
246,189103.4886605399,3068.339108322348
247,58616.0276500157,899.4236053568976
248,467479.21233258926,4246.901168414524
249,39105.8184323992,307.428074877177
250,286016.46987479075,4095.1751163687027
251,40549.19161224365,165.0077207652586
252,392278.0645751953,7218.3184025628225
253,183001.31377301898,2798.8997174671717
254,1465514.3454589844,20546.346266065324
255,285052.0832257952,3703.292705093111
256,143467.76831054688,5311.323759521757
257,43633.83323342459,809.9414793338094
258,1109589.6894880023,19767.99589075361
259,537112.723955427,10209.980192252568
260,19463.33722768511,276.1892763100831
261,118161.98340933664,1127.758526299681
262,843086.5100272043,15062.489891597203
263,415407.1213117327,6724.470122677939
264,260438.04914202009,2931.4047347562655
265,186096.8503199986,1961.200254687241
266,217785.11799839564,2226.5220858369553
267,266104.1489301409,6731.293731382915
268,14593.35239492144,256.4344070442286
269,229192.04631260462,5022.254046372005
270,275435.2487039566,11168.60820055008
271,475001.9933558873,11026.57849897657
272,382595.7318028041,4357.597131116049
273,175254.90628487724,4105.058810438429
274,349963.65944126673,4624.536058591945
275,73262.97407749722,814.6596566949572
276,151458.05899047852,1349.732700407505
277,180359.9436427525,2461.605026279177
278,27644.794590541296,586.5670485709395
279,389627.04766845703,17638.302329335893
280,120279.07355608259,1926.3807097843714
281,753496.5346330915,35273.11272328241
282,417376.52889578685,5784.386929035187
283,87792.33758544922,1105.455318229539
284,518943.9360264369,7466.653581906642
285,232774.11970302038,2014.9190146752767
286,92517.79459272113,1136.4343670266014
287,473915.4834158761,11966.776265961784
288,70335.84320722308,1476.8613471431393
289,243170.5879473005,4660.418856995447
290,92361.6155177525,1239.0955856096532
291,429190.04635184153,5258.630443777357
292,1392689.1798270089,24249.921144076758
293,232456.89128766741,1014.1347019672394
294,5696.464474269322,87.50401158417974
295,266842.31196376256,4363.823019198009
296,191446.0769304548,3091.162477561406
297,59468.08667319162,911.8011744192669
298,472790.6736363002,4305.110528673445
299,39681.169491359164,314.2288412175008
300,288431.55844552175,4121.684525949614
301,41130.047804696216,167.83136616168278
302,396801.0218418666,7256.17751285008
303,184732.21400233678,2820.7956382206507
304,1483056.470982143,20633.47901739393
305,288760.5709838867,3740.9223083427974
306,145762.86880493164,5330.654002564294
307,44238.47766876221,813.8967651469367
308,1117559.0281459263,19855.309766088212
309,542708.6546979632,10264.761172498975
310,19566.348484856742,278.1447114775489
311,119261.31997898647,1137.702947275979
312,852189.5544956753,15185.443558692932
313,420797.8523123605,6784.277931417738
314,263011.4337550572,2959.359057537147
315,188068.13290187292,1979.690282378878
316,220293.63368007116,2246.135693669319
317,268789.8965018136,6753.70235821179
318,14789.84351839338,259.8211841147126
319,231529.43484933037,5047.80900485175
320,278433.45783982956,11195.956097262246
321,481662.8141217913,11112.214640481132
322,387648.22824532643,4403.366964748928
323,176780.8237827846,4123.622521553721
324,353397.72406441823,4658.4552473425865
325,74082.82935006278,824.5653545856476
326,153330.83391680036,1366.355358668736
327,182303.58846609932,2481.103254386357
328,28091.927732195174,590.5145574254649
329,393220.8790021624,17676.885075160437
330,122183.4091796875,1949.9309705666133
331,761123.3412562779,35322.07285574504
332,421260.5508771624,5817.882754666464
333,88532.70287895203,1116.4090549775533
334,525685.7730800083,7522.927535889404
335,235383.09703717913,2032.8785930531365
336,93757.24951171875,1150.1020224945885
337,482027.0422014509,12064.002196175712
338,71495.3617401123,1484.343232601881
339,245139.44296264648,4678.209655182703
340,93424.43729509626,1258.2520276728485
341,433189.0130092076,5301.186762673514
342,1403135.27507673,24377.993683133805
343,235022.415209089,1022.9924388272422
344,5813.168509347098,88.6220713853836
345,268843.7294180734,4382.869587864195
346,193619.37365068708,3111.173563684736
347,60190.13527461461,921.2612451825823
348,477893.0468052455,4346.967978443418
349,40220.06609072004,319.2796928903886
